,method,T,num_crossings0,num_crossings1,edge_cross_reduction,edge_cross_angle_reduction,aspect_ratio_reduction,num_nodes,num_edges
270,relax_one,0.0,2,2,0,0.0,0.0,13,16
271,relax_one,0.0,22,22,0,0.0,0.0,40,56
272,relax_one,0.0,1,1,0,0.0,0.0,10,15
273,relax_one,0.0,0,0,0,0.0,0.0,21,20
274,relax_one,0.0,4,4,0,0.0,0.0,30,35
275,relax_one,0.0,1,1,0,0.0,0.0,71,77
276,just_relax,0.0,0,0,0,0.0,-0.0091692815110081,17,18
277,just_relax,0.0,1,1,0,0.0009607869158827,0.0014628518031132,43,48
278,just_relax,0.0,3,3,0,-0.0019521681741139,-7.679999619569777e-05,38,45
279,just_relax,0.0,0,0,0,0.0,-0.0037600566419999,12,12
280,just_relax,0.0,20,14,6,1.9891400956483096,0.1544148745043621,23,38
281,just_relax,0.0,0,1,-1,-78.11694026732484,-0.0295512202700576,19,22
282,just_relax,0.0,976,1188,-212,1.3106081233515638,0.0257948127350838,35,143
283,just_relax,0.0,0,4,-4,-39.1818408082167,-0.0156618414823971,92,91
284,just_relax,0.0,2,2,0,-0.00041775540015,-0.0002552385505018,43,51
285,just_relax,0.0,1,1,0,-0.0016870080925173,6.40249009676297e-05,35,36
286,just_relax,0.0,1,1,0,-0.000156439410091,0.0002508982184644,11,13
287,just_relax,0.0,22,24,-2,-3.49415891827384,0.1000113687896936,10,25
288,just_relax,0.0,16,13,3,0.2088785180214571,-2.2771107622610032e-05,86,136
289,just_relax,0.0,0,0,0,0.0,-1.765503840900351e-06,10,12
290,just_relax,0.0,0,0,0,0.0,-1.014518260578079e-05,32,31
291,just_relax,0.0,2,2,0,4.970962038347736,-0.0904350603192869,20,26
292,just_relax,0.0,0,0,0,0.0,0.000269092021105,11,11
293,just_relax,0.0,2,2,0,0.0009292844165713,-0.0008610890242942,34,42
294,just_relax,0.0,11,11,0,-0.0003616788843885,0.0005035529702898,14,25
295,just_relax,0.0,8,7,1,13.99583228956454,0.1582030612456263,31,46
296,just_relax,0.0,0,0,0,0.0,0.0042083907430441,42,45
297,just_relax,0.0,1265,1285,-20,2.6849459664833404,-0.1292871249874528,39,173
298,just_relax,0.0,11,11,0,0.0001627700527109,0.0015600944076981,14,24
299,just_relax,0.0,0,0,0,0.0,-0.000608053012485,24,25
300,just_relax,0.0,2,2,0,-2.981324638540173e-05,0.0001440646714581,12,19
301,just_relax,0.0,59,59,0,0.4609819410147793,0.0044552421238692,41,72
302,just_relax,0.0,182,178,4,0.0313317398119608,0.0970080713564147,59,115
303,just_relax,0.0,6,6,0,-0.0020404096920856,0.0011964290694836,32,37
304,just_relax,0.0,1,0,1,64.5674534074053,-0.0013228453280204,20,20
305,just_relax,0.0,41,33,8,8.182357833947279,-0.009895766072516,12,31
306,just_relax,0.0,0,0,0,0.0,-1.5942199658169898e-06,10,10
307,just_relax,0.0,0,0,0,0.0,0.0018153466622625,20,21
308,just_relax,0.0,18,18,0,0.0003589278580733,-0.0005865039043362,39,52
309,just_relax,0.0,378,369,9,2.979528253482861,0.0835817869771829,42,109
310,just_relax,0.0,1,1,0,-0.0010366044558338,-5.546321229055184e-05,25,28
311,just_relax,0.0,170,170,0,-0.0002769762706833,-0.0005002245004087,56,106
312,just_relax,0.0,567,521,46,-0.2657392120378574,0.1239070997048957,87,189
313,just_relax,0.0,41,43,-2,2.499128887843675,-0.033528056765164,56,82
314,just_relax,0.0,2,2,0,0.0004861774901456,1.2071037781558047e-06,13,15
315,just_relax,0.0,104,86,18,5.26724471872344,-0.2840091449765524,36,63
316,just_relax,0.0,0,0,0,0.0,4.3915154694929015e-06,16,15
317,just_relax,0.0,0,0,0,0.0,-5.223096419815221e-07,67,66
318,just_relax,0.0,13,13,0,0.0024384647237383,0.004260897920215,42,60
319,just_relax,0.0,0,0,0,0.0,0.0005903979895692,39,38
320,just_relax,0.0,8,8,0,-3.330899971842882e-05,0.0005334774465118,20,36
321,just_relax,0.0,0,0,0,0.0,-0.0010596071395927,10,9
322,just_relax,0.0,1,1,0,0.0009644178095271,-1.805181839154013e-05,13,15
323,just_relax,0.0,6,7,-1,12.522285729298716,0.0299062089849014,34,41
324,just_relax,0.0,3,3,0,-0.0014185667246167,0.0006213779664755,37,42
325,just_relax,0.0,36,36,0,7.196136941445275e-06,5.025038399830706e-06,18,29
326,just_relax,0.0,0,0,0,0.0,-0.0031405837993232,23,22
327,just_relax,0.0,0,0,0,0.0,1.0504657718901632e-05,13,12
328,just_relax,0.0,0,0,0,0.0,-0.0007613272869088,15,14
329,just_relax,0.0,0,0,0,0.0,-0.0017207203528439,69,68
330,just_relax,0.0,0,0,0,0.0,0.001934163275203,40,39
331,just_relax,0.0,0,0,0,0.0,0.0016954512903432,89,93
332,just_relax,0.0,13,13,0,1.511050374969713,-0.0878570612978808,20,32
333,just_relax,0.0,2,3,-1,-4.120223819609976,0.0096644512108772,69,83
334,just_relax,0.0,2,2,0,0.0006766545457281,-0.0007958153584334,12,15
335,just_relax,0.0,0,0,0,0.0,-0.0009758471183408,15,14
336,just_relax,0.0,0,0,0,0.0,-0.0007570529942456,23,26
337,just_relax,0.0,2,2,0,-0.0004670837519427,-0.000552899751354,12,20
338,just_relax,0.0,201,201,0,-5.927609844036397e-05,0.0001073571901385,64,122
339,just_relax,0.0,7,7,0,-0.0099055150386959,0.0003544031231826,58,71
340,just_relax,0.0,0,0,0,0.0,-0.0013086772972689,20,19
341,just_relax,0.0,510,505,5,-0.1096058695008466,0.0001562332230281,100,191
342,just_relax,0.0,34,34,0,0.0046498502251353,3.462795885833536e-05,41,61
343,just_relax,0.0,33,21,12,-0.322372772893118,0.0487025778316814,13,31
344,just_relax,0.0,5,5,0,0.0003476406123752,0.0002826333043987,10,15
345,just_relax,0.0,6,6,0,-0.0004254358946269,0.0003115870201488,37,47
346,just_relax,0.0,0,0,0,0.0,0.0007350584472026,21,21
347,just_relax,0.0,0,0,0,0.0,9.621758975453254e-06,11,10
348,just_relax,0.0,57,55,2,-1.1796960984034186,9.734149291917849e-05,44,80
349,just_relax,0.0,6,6,0,0.0001929725905256,-1.6711583069151104e-05,12,21
350,just_relax,0.0,2,5,-3,10.477360070400792,-0.0167672873232497,37,43
351,just_relax,0.0,6,6,0,-9.27967616917158e-05,0.0005867078171852,41,52
352,just_relax,0.0,0,0,0,0.0,0.0258238191424075,90,89
353,just_relax,0.0,0,0,0,0.0,-0.0001762041220683,22,21
354,just_relax,0.0,1,5,-4,-25.99394547658536,0.034397478016983,37,43
355,just_relax,0.0,0,0,0,0.0,0.009279908390236,47,47
356,just_relax,0.0,4,4,0,-0.0003372893218767,-9.212772776878708e-07,12,20
357,just_relax,0.0,114,95,19,0.8287298242191525,-0.006531385777559,84,124
358,just_relax,0.0,0,0,0,0.0,0.0016708237920683,88,92
359,just_relax,0.0,380,332,48,-1.681066658089314,0.0270328691740772,59,122
360,just_relax,0.0,4,4,0,2.0677824380754828e-05,-0.000363330475558,26,31
361,just_relax,0.0,0,0,0,0.0,4.418930553695688e-06,28,27
362,just_relax,0.0,6,6,0,0.0013890930604816,7.243956427815945e-06,18,26
